latitude,longitude,coordinates,MCDELIVERY_URL,shortDescription,longDescription,todayHours,driveTodayHours,id,addressLine1,addressLine3,addressLine4,subDivision,postcode,customAddress,telephone,openstatus,identifierValue,timeZone,filterType,rest_hoursMonday,rest_hoursTuesday,rest_hoursWednesday,rest_hoursThursday,rest_hoursFriday,rest_hoursSaturday,rest_hoursSunday,drive_driveHoursMonday,drive_driveHoursTuesday,drive_driveHoursWednesday,drive_driveHoursThursday,drive_driveHoursFriday,drive_driveHoursSaturday,drive_driveHoursSunday,ident_NATLSTRNUMBER,ident_Entity,ident_Region_ID,ident_Co_Op,ident_Co_Op_ID,ident_Co_Op_Name,ident_TV_Market_ID,ident_TV_Market_Name
55.34867,-131.672389,"[-131.672389, 55.34867]",https://www.ubereats.com/store/mcdonalds-us-2417-tongass-ave/Hu2B5T7OW-u3-a_-s7AfNQ,KETCHIKAN-MALL,KETCHIKAN-MALL,06:00 - 23:00,05:00 - 00:00,195500327877:en-US,2417 Tongass Ave Ste 108,Ketchikan,United States,AK,99901,"Ketchikan, AK 99901",(907) 225-1704,OPEN,7468,(GMT-09:00) Alaska Time,"['DRIVETHRU', 'GIFTCARDS', 'INDOORDINING', 'KIOSKAUDIOACCESSIBILITY', 'LINKEDPAY', 'LOYALTY', 'MCDELIVERY', 'MOBILEOFFERS', 'MOBILEORDERS', 'NED', 'ROA', 'WIFI']",06:00 - 23:00,06:00 - 23:00,06:00 - 23:00,06:00 - 23:00,06:00 - 23:00,06:00 - 23:00,06:00 - 23:00,05:00 - 00:00,05:00 - 00:00,05:00 - 00:00,05:00 - 00:00,05:00 - 00:00,05:00 - 00:00,05:00 - 00:00,7468,31862,68,WALNUT CREEK FIELD OFFICE,252,ALASKA,10150,ALASKA NON-DMA
57.790794,-152.406555,"[-152.406555, 57.790794]",,KODIAK,KODIAK-LOWER MIL,07:00 - 22:00,06:00 - 23:00,195500327853:en-US,209 Thorsheim St,Kodiak,United States,AK,99615,"Kodiak, AK 99615",(907) 486-3030,OPEN,7148,(GMT-09:00) Alaska Time,"['DRIVETHRU', 'GIFTCARDS', 'INDOORDINING', 'KIOSKAUDIOACCESSIBILITY', 'LINKEDPAY', 'LOYALTY', 'MOBILEOFFERS', 'MOBILEORDERS', 'NED', 'ROA', 'WIFI']",07:00 - 22:00,07:00 - 22:00,07:00 - 22:00,07:00 - 22:00,07:00 - 22:00,07:00 - 22:00,07:00 - 22:00,06:00 - 23:00,06:00 - 23:00,06:00 - 23:00,06:00 - 23:00,06:00 - 23:00,06:00 - 23:00,06:00 - 23:00,7148,31859,68,WALNUT CREEK FIELD OFFICE,252,ALASKA,10150,ALASKA NON-DMA
32.459165,-86.450895,"[-86.450895, 32.459165]",https://www.ubereats.com/store/mcdonalds-720-s-memorial-dr/jNab0oMjROa8OyKuS5Vnpw,PRATTVL-MEMORIAL,"PRATTVILLE, AL - MEMORIAL",06:00 - 23:00,00:00 - 00:00,195500214108:en-US,720 S Memorial Dr,Prattville,United States,AL,36067,"Prattville, AL 36067",(334) 365-0838,OPEN,3038,(GMT-06:00) Central Time (US & Canada),"['DRIVETHRU', 'GIFTCARDS', 'INDOORDINING', 'INDOORPLAYGROUND', 'LINKEDPAY', 'LOYALTY', 'MCDELIVERY', 'MOBILEOFFERS', 'MOBILEORDERS', 'NED', 'PlayPlacePresence', 'ROA', 'TWENTYFOURHOURS', 'WIFI']",06:00 - 23:00,06:00 - 23:00,06:00 - 23:00,06:00 - 23:00,06:00 - 23:00,06:00 - 23:00,06:00 - 23:00,00:00 - 00:00,00:00 - 00:00,00:00 - 00:00,00:00 - 00:00,00:00 - 00:00,00:00 - 00:00,00:00 - 00:00,3038,53,66,NASHVILLE FIELD OFFICE,235,ALABAMA NW FLORIDA,16000,"MONTGOMERY, AL."
32.486484,-86.409894,"[-86.409894, 32.486484]",https://www.ubereats.com/store/mcdonalds-290-interstate-commercial-park-loop/oxV1HD1rR_2kLRGx3jotnA,"MILLBROOK, AL -","PRATTVILLE, AL - HWY 14 & I-65",06:00 - 23:00,00:00 - 00:00,195500779805:en-US,290 Interstate Commercial Park Loop,Prattville,United States,AL,36066,"Prattville, AL 36066",(334) 365-1080,OPEN,36386,(GMT-06:00) Central Time (US & Canada),"['DRIVETHRU', 'GIFTCARDS', 'INDOORDINING', 'KIOSKAUDIOACCESSIBILITY', 'LINKEDPAY', 'LOYALTY', 'MCDELIVERY', 'MOBILEOFFERS', 'MOBILEORDERS', 'NED', 'ROA', 'TWENTYFOURHOURS', 'WIFI']",06:00 - 23:00,06:00 - 23:00,06:00 - 23:00,06:00 - 23:00,06:00 - 23:00,06:00 - 23:00,06:00 - 23:00,00:00 - 00:00,00:00 - 00:00,00:00 - 00:00,00:00 - 00:00,00:00 - 00:00,00:00 - 00:00,00:00 - 00:00,36386,201158,66,NASHVILLE FIELD OFFICE,235,ALABAMA NW FLORIDA,16000,"MONTGOMERY, AL."
32.430743,-87.03184,"[-87.03184, 32.430743]",https://www.ubereats.com/store/mcdonalds-600-highland-ave/bcYLpgtAXiGWpMT8exsdkA,HWY 80 & SUMMERF,SELMA,06:00 - 23:00,05:00 - 01:00,195500335322:en-US,600 Highland Ave,Selma,United States,AL,36701,"Selma, AL 36701",(334) 526-4379,OPEN,25205,(GMT-06:00) Central Time (US & Canada),"['DRIVETHRU', 'GIFTCARDS', 'INDOORDINING', 'INDOORPLAYGROUND', 'LINKEDPAY', 'LOYALTY', 'MCDELIVERY', 'MOBILEOFFERS', 'MOBILEORDERS', 'NED', 'PlayPlacePresence', 'ROA', 'WIFI']",06:00 - 23:00,06:00 - 23:00,06:00 - 23:00,06:00 - 23:00,06:00 - 23:00,06:00 - 23:00,06:00 - 23:00,05:00 - 01:00,05:00 - 01:00,05:00 - 01:00,05:00 - 01:00,05:00 - 01:00,05:00 - 01:00,05:00 - 01:00,25205,129421,66,NASHVILLE FIELD OFFICE,235,ALABAMA NW FLORIDA,16000,"MONTGOMERY, AL."
32.461052,-86.391579,"[-86.391579, 32.461052]",https://www.ubereats.com/store/mcdonalds-2573-cobbs-ford-rd/DsVkMfMLRp6_baEjo7lgWg,PRATTVILLE/COBB,PRATTVILLE/COBB,06:00 - 23:00,06:00 - 00:00,195500215143:en-US,2573 Cobbs Ford Rd,Prattville,United States,AL,36066,"Prattville, AL 36066",(334) 285-4010,OPEN,11946,(GMT-06:00) Central Time (US & Canada),"['DRIVETHRU', 'GIFTCARDS', 'INDOORDINING', 'KIOSKAUDIOACCESSIBILITY', 'LINKEDPAY', 'LOYALTY', 'MCDELIVERY', 'MOBILEOFFERS', 'MOBILEORDERS', 'NED', 'ROA', 'WIFI']",06:00 - 23:00,06:00 - 23:00,06:00 - 23:00,06:00 - 23:00,06:00 - 23:00,06:00 - 23:00,06:00 - 23:00,06:00 - 00:00,06:00 - 00:00,06:00 - 00:00,06:00 - 00:00,06:00 - 00:00,06:00 - 00:00,06:00 - 00:00,11946,201,66,NASHVILLE FIELD OFFICE,235,ALABAMA NW FLORIDA,16000,"MONTGOMERY, AL."
32.518002,-86.374089,"[-86.374089, 32.518002]",https://www.ubereats.com/store/mcdonalds-3755-hwy-14/p8VNbwe3SPirArEv0n1Tyg,MILLBROOK,MILLBROOK,06:00 - 23:00,05:00 - 23:00,195500215686:en-US,3755 Hwy 14,Millbrook,United States,AL,36054,"Millbrook, AL 36054",(334) 285-4554,OPEN,19148,(GMT-06:00) Central Time (US & Canada),"['DRIVETHRU', 'GIFTCARDS', 'INDOORDINING', 'KIOSKAUDIOACCESSIBILITY', 'LINKEDPAY', 'LOYALTY', 'MCDELIVERY', 'MOBILEOFFERS', 'MOBILEORDERS', 'NED', 'ROA', 'WIFI']",06:00 - 23:00,06:00 - 23:00,06:00 - 23:00,06:00 - 23:00,06:00 - 23:00,06:00 - 23:00,06:00 - 23:00,05:00 - 23:00,05:00 - 23:00,05:00 - 23:00,05:00 - 23:00,05:00 - 00:00,05:00 - 00:00,05:00 - 23:00,19148,308,66,NASHVILLE FIELD OFFICE,235,ALABAMA NW FLORIDA,16000,"MONTGOMERY, AL."
32.369529,-86.345038,"[-86.345038, 32.369529]",https://www.ubereats.com/store/mcdonalds-3450-day-street/qgc4i7CzQkiYbrH4rlLl5A,MAXWELL AFB,MAXWELL AFB,06:00 - 23:00,05:30 - 23:00,195500214757:en-US,3450 Day Street,Montgomery,United States,AL,36108-2118,"Montgomery, AL 36108-2118",(334) 834-4310,OPEN,10151,(GMT-06:00) Central Time (US & Canada),"['DRIVETHRU', 'GIFTCARDS', 'INDOORDINING', 'KIOSKAUDIOACCESSIBILITY', 'LINKEDPAY', 'LOYALTY', 'MCDELIVERY', 'MOBILEOFFERS', 'MOBILEORDERS', 'NED', 'ROA', 'WIFI']",06:00 - 23:00,06:00 - 23:00,06:00 - 23:00,06:00 - 23:00,06:00 - 23:00,06:00 - 23:00,06:00 - 23:00,05:30 - 23:00,05:30 - 23:00,05:30 - 23:00,05:30 - 23:00,05:30 - 23:00,05:30 - 23:00,05:30 - 23:00,10151,139,66,NASHVILLE FIELD OFFICE,235,ALABAMA NW FLORIDA,16000,"MONTGOMERY, AL."
32.352007,-86.318726,"[-86.318726, 32.352007]",https://www.ubereats.com/store/mcdonalds-700-w-fairview-ave/IAII3JSeSWe6KIC6NyESnQ,FAIRVIEW AVE,"MONTGOMERY, AL - FAIRVIEW (RELO)",05:30 - 23:00,05:30 - 23:00,195500336237:en-US,700 W Fairview Ave,Montgomery,United States,AL,36105,"Montgomery, AL 36105",(334) 264-8814,OPEN,25411,(GMT-06:00) Central Time (US & Canada),"['DRIVETHRU', 'GIFTCARDS', 'INDOORDINING', 'LINKEDPAY', 'LOYALTY', 'MCDELIVERY', 'MOBILEOFFERS', 'MOBILEORDERS', 'NED', 'ROA', 'WIFI']",05:30 - 23:00,05:30 - 23:00,05:30 - 23:00,05:30 - 23:00,05:30 - 23:00,05:30 - 23:00,05:30 - 23:00,05:30 - 23:00,05:30 - 23:00,05:30 - 23:00,05:30 - 23:00,05:30 - 00:00,05:30 - 00:00,05:30 - 23:00,25411,131098,66,NASHVILLE FIELD OFFICE,235,ALABAMA NW FLORIDA,16000,"MONTGOMERY, AL."
32.325703,-86.328119,"[-86.328119, 32.325703]",https://www.ubereats.com/store/mcdonalds-935-w-south-blvd/qqs_oogQSfG0nXR3oPIlPw,MONTGMY-SOUTHERN,MONTGMY-SOUTHERN,05:00 - 23:00,05:00 - 23:00,195500214139:en-US,935 W Southern Blvd,Montgomery,United States,AL,36105,"Montgomery, AL 36105",(334) 281-0635,OPEN,3036,(GMT-06:00) Central Time (US & Canada),"['DRIVETHRU', 'GIFTCARDS', 'INDOORDINING', 'KIOSKAUDIOACCESSIBILITY', 'LINKEDPAY', 'LOYALTY', 'MCDELIVERY', 'MOBILEOFFERS', 'MOBILEORDERS', 'NED', 'ROA', 'WIFI']",05:00 - 23:00,05:00 - 23:00,05:00 - 23:00,05:00 - 23:00,05:00 - 23:00,05:00 - 23:00,05:00 - 23:00,05:00 - 23:00,05:00 - 23:00,05:00 - 23:00,05:00 - 23:00,05:00 - 00:00,05:00 - 00:00,05:00 - 23:00,3036,58,66,NASHVILLE FIELD OFFICE,235,ALABAMA NW FLORIDA,16000,"MONTGOMERY, AL."
32.800402,-86.575829,"[-86.575829, 32.800402]",https://www.ubereats.com/store/mcdonalds-2250-7th-st-s/2V3mgwOGXtSkm8gvhO3eSA,HWY 31 @ I-65,HWY 31 @ I-65,06:00 - 23:00,05:00 - 00:00,195500214764:en-US,2250 7th St S,Clanton,United States,AL,35045,"Clanton, AL 35045",(205) 755-8411,OPEN,11272,(GMT-06:00) Central Time (US & Canada),"['DRIVETHRU', 'GIFTCARDS', 'INDOORDINING', 'LINKEDPAY', 'LOYALTY', 'MCDELIVERY', 'MOBILEOFFERS', 'MOBILEORDERS', 'NED', 'ROA', 'WIFI']",06:00 - 23:00,06:00 - 23:00,06:00 - 23:00,06:00 - 23:00,06:00 - 23:00,06:00 - 23:00,06:00 - 23:00,05:00 - 00:00,05:00 - 00:00,05:00 - 00:00,05:00 - 00:00,05:00 - 00:00,05:00 - 00:00,05:00 - 00:00,11272,140,66,NASHVILLE FIELD OFFICE,235,ALABAMA NW FLORIDA,11040,"BIRMINGHAM, AL."
32.270503,-86.357269,"[-86.357269, 32.270503]",https://www.ubereats.com/store/mcdonalds-40-wasden-rd/1Jqg2j-uRhO3I-kcilU8ZA,HOPE HULL,"HOPE HULL, AL - I-65 & HWY. 31",05:00 - 23:00,05:00 - 23:00,195500481555:en-US,40 Wasden Rd,Hope Hull,United States,AL,36043,"Hope Hull, AL 36043",(334) 280-4790,OPEN,30518,(GMT-06:00) Central Time (US & Canada),"['DRIVETHRU', 'GIFTCARDS', 'INDOORDINING', 'LINKEDPAY', 'LOYALTY', 'MCDELIVERY', 'MOBILEOFFERS', 'MOBILEORDERS', 'NED', 'ROA', 'WIFI']",05:00 - 23:00,05:00 - 23:00,05:00 - 23:00,05:00 - 23:00,05:00 - 23:00,05:00 - 23:00,06:00 - 23:00,05:00 - 23:00,05:00 - 23:00,05:00 - 23:00,05:00 - 23:00,05:00 - 23:00,05:00 - 23:00,06:00 - 23:00,30518,169554,66,NASHVILLE FIELD OFFICE,235,ALABAMA NW FLORIDA,16000,"MONTGOMERY, AL."
32.380252,-86.275591,"[-86.275591, 32.380252]",https://www.ubereats.com/store/mcdonalds-2212-madison-ave/1W0OhQsQT-K8KsXo78Hmcw,MONTGMY-MADISON,MONTGMY-MADISON,05:30 - 23:00,05:30 - 23:00,195500213897:en-US,2212 Madison Ave,Montgomery,United States,AL,36107,"Montgomery, AL 36107",(334) 265-3615,OPEN,1009,(GMT-06:00) Central Time (US & Canada),"['DRIVETHRU', 'GIFTCARDS', 'INDOORDINING', 'LINKEDPAY', 'LOYALTY', 'MCDELIVERY', 'MOBILEOFFERS', 'MOBILEORDERS', 'NED', 'ROA', 'WIFI']",05:30 - 23:00,05:30 - 23:00,05:30 - 23:00,05:30 - 23:00,05:30 - 23:00,05:30 - 23:00,05:30 - 23:00,05:30 - 23:00,05:30 - 23:00,05:30 - 23:00,05:30 - 23:00,05:30 - 23:00,05:30 - 23:00,05:30 - 23:00,1009,22,66,NASHVILLE FIELD OFFICE,235,ALABAMA NW FLORIDA,16000,"MONTGOMERY, AL."
32.364482,-86.268218,"[-86.268218, 32.364482]",https://www.ubereats.com/store/mcdonalds-2681-zelda-road/DjTFqSoZR1Gkgx5UwYpiHQ,MONTGOMERY/ZELDA,MONTGOMERY/ZELDA,05:00 - 23:00,00:00 - 00:00,195500214771:en-US,2681 Zelda Road,Montgomery,United States,AL,36107-3143,"Montgomery, AL 36107-3143",(334) 263-9596,OPEN,10247,(GMT-06:00) Central Time (US & Canada),"['DRIVETHRU', 'GIFTCARDS', 'INDOORDINING', 'KIOSKAUDIOACCESSIBILITY', 'LINKEDPAY', 'LOYALTY', 'MCDELIVERY', 'MOBILEOFFERS', 'MOBILEORDERS', 'NED', 'ROA', 'TWENTYFOURHOURS', 'WIFI']",05:00 - 23:00,05:00 - 23:00,05:00 - 23:00,05:00 - 23:00,05:00 - 23:00,05:00 - 23:00,05:00 - 23:00,00:00 - 00:00,00:00 - 00:00,00:00 - 00:00,00:00 - 00:00,00:00 - 00:00,00:00 - 00:00,00:00 - 00:00,10247,142,66,NASHVILLE FIELD OFFICE,235,ALABAMA NW FLORIDA,16000,"MONTGOMERY, AL."
32.419864,-86.231455,"[-86.231455, 32.419864]",https://www.ubereats.com/store/mcdonalds-2601-congressman-dickinson-dr/fAwW6llMRpi10BCl5_ocaQ,MONTGOMERYNBYPAS,MONTGOMERYNBYPAS,06:00 - 23:00,05:00 - 23:00,195500215280:en-US,2601 Congressman Dickinson Dr,Montgomery,United States,AL,36105,"Montgomery, AL 36105",(334) 260-7975,OPEN,15197,(GMT-06:00) Central Time (US & Canada),"['DRIVETHRU', 'GIFTCARDS', 'INDOORDINING', 'KIOSKAUDIOACCESSIBILITY', 'LINKEDPAY', 'LOYALTY', 'MCDELIVERY', 'MOBILEOFFERS', 'MOBILEORDERS', 'NED', 'ROA', 'WIFI']",06:00 - 23:00,06:00 - 23:00,06:00 - 23:00,06:00 - 23:00,06:00 - 23:00,06:00 - 23:00,06:00 - 23:00,05:00 - 23:00,05:00 - 23:00,05:00 - 23:00,05:00 - 23:00,05:00 - 00:00,05:00 - 00:00,05:00 - 23:00,15197,224,66,NASHVILLE FIELD OFFICE,235,ALABAMA NW FLORIDA,16000,"MONTGOMERY, AL."
32.327772,-86.255072,"[-86.255072, 32.327772]",https://www.ubereats.com/store/mcdonalds-2621-e-south-blvd/T9Mqs8kMRFSCubDVOz4u2Q,MONTGMY-E SOUTH,MONTGMY-E SOUTH,06:00 - 23:00,05:00 - 00:00,195500213941:en-US,2621 E South Blvd,Montgomery,United States,AL,36116,"Montgomery, AL 36116",(334) 288-7558,OPEN,1479,(GMT-06:00) Central Time (US & Canada),"['DRIVETHRU', 'GIFTCARDS', 'INDOORDINING', 'KIOSKAUDIOACCESSIBILITY', 'LINKEDPAY', 'LOYALTY', 'MCDELIVERY', 'MOBILEOFFERS', 'MOBILEORDERS', 'NED', 'ROA', 'WIFI']",06:00 - 23:00,06:00 - 23:00,06:00 - 23:00,06:00 - 23:00,06:00 - 23:00,06:00 - 23:00,06:00 - 23:00,05:00 - 00:00,05:00 - 00:00,05:00 - 00:00,05:00 - 00:00,05:00 - 01:00,05:00 - 01:00,05:00 - 00:00,1479,31,66,NASHVILLE FIELD OFFICE,235,ALABAMA NW FLORIDA,16000,"MONTGOMERY, AL."
32.519585,-86.210031,"[-86.210031, 32.519585]",https://www.ubereats.com/store/mcdonalds-5426-us-hwy-231/l5aXVUdURe-ch7Es0ZTpig,WETUMPKA-US231SO,"WETUMPKA, AL US231SO",06:00 - 23:00,05:00 - 00:00,195500214399:en-US,5426 Us Hwy 231,Wetumpka,United States,AL,36092-3139,"Wetumpka, AL 36092-3139",(334) 567-7732,OPEN,5822,(GMT-06:00) Central Time (US & Canada),"['DRIVETHRU', 'GIFTCARDS', 'INDOORDINING', 'LINKEDPAY', 'LOYALTY', 'MCDELIVERY', 'MOBILEOFFERS', 'MOBILEORDERS', 'NED', 'ROA', 'WIFI']",06:00 - 23:00,06:00 - 23:00,06:00 - 23:00,06:00 - 23:00,06:00 - 23:00,06:00 - 23:00,06:00 - 23:00,05:00 - 00:00,05:00 - 00:00,05:00 - 00:00,05:00 - 00:00,05:00 - 01:00,05:00 - 01:00,05:00 - 00:00,5822,94,66,NASHVILLE FIELD OFFICE,235,ALABAMA NW FLORIDA,16000,"MONTGOMERY, AL."
32.355858,-86.218295,"[-86.218295, 32.355858]",https://www.ubereats.com/store/mcdonalds-1590-eastern-blvd/IZhzekjlQCmBgDxfH768pA,"MONTGOMERY, AL -",EASTERN @ HASKELL,05:00 - 23:00,00:00 - 00:00,195500344683:en-US,1590 Eastern Blvd,Montgomery,United States,AL,36106,"Montgomery, AL 36106",(334) 272-8908,OPEN,29217,(GMT-06:00) Central Time (US & Canada),"['DRIVETHRU', 'GIFTCARDS', 'INDOORDINING', 'INDOORPLAYGROUND', 'LINKEDPAY', 'LOYALTY', 'MCDELIVERY', 'MOBILEOFFERS', 'MOBILEORDERS', 'NED', 'PlayPlacePresence', 'ROA', 'TWENTYFOURHOURS', 'WIFI']",05:00 - 23:00,05:00 - 23:00,05:00 - 23:00,05:00 - 23:00,05:00 - 23:00,05:00 - 23:00,05:00 - 23:00,00:00 - 00:00,00:00 - 00:00,00:00 - 00:00,00:00 - 00:00,00:00 - 00:00,00:00 - 00:00,00:00 - 00:00,29217,165104,66,NASHVILLE FIELD OFFICE,235,ALABAMA NW FLORIDA,16000,"MONTGOMERY, AL."
32.382778,-86.200246,"[-86.200246, 32.382778]",https://www.ubereats.com/store/mcdonalds-5765-atlanta-hwy/NPvr3k02QYmjQLapFz9Buw,MONTGOMERY-BRBNK,MONTGOMERY-BRBNK,06:00 - 23:00,00:00 - 00:00,195500214627:en-US,5765 Atlanta Hwy,Montgomery,United States,AL,36117,"Montgomery, AL 36117",(334) 277-0151,OPEN,7557,(GMT-06:00) Central Time (US & Canada),"['DRIVETHRU', 'GIFTCARDS', 'INDOORDINING', 'INDOORPLAYGROUND', 'LINKEDPAY', 'LOYALTY', 'MCDELIVERY', 'MOBILEOFFERS', 'MOBILEORDERS', 'NED', 'PlayPlacePresence', 'ROA', 'TWENTYFOURHOURS', 'WIFI']",06:00 - 23:00,06:00 - 23:00,06:00 - 23:00,06:00 - 23:00,06:00 - 23:00,06:00 - 23:00,06:00 - 23:00,00:00 - 00:00,00:00 - 00:00,00:00 - 00:00,00:00 - 00:00,00:00 - 00:00,00:00 - 00:00,00:00 - 00:00,7557,124,66,NASHVILLE FIELD OFFICE,235,ALABAMA NW FLORIDA,16000,"MONTGOMERY, AL."
32.959158,-86.743196,"[-86.743196, 32.959158]",,JEMISON AL,JEMISON AL,05:00 - 00:00,05:00 - 00:00,195500215761:en-US,24712 Us Hwy 31,Jemison,United States,AL,35085-4428,"Jemison, AL 35085-4428",(205) 688-1975,OPEN,19644,(GMT-06:00) Central Time (US & Canada),"['DRIVETHRU', 'GIFTCARDS', 'INDOORDINING', 'KIOSKAUDIOACCESSIBILITY', 'LINKEDPAY', 'LOYALTY', 'MOBILEOFFERS', 'MOBILEORDERS', 'ROA', 'WIFI']",05:00 - 00:00,05:00 - 00:00,05:00 - 00:00,05:00 - 00:00,05:00 - 00:00,05:00 - 00:00,05:00 - 00:00,05:00 - 00:00,05:00 - 00:00,05:00 - 00:00,05:00 - 00:00,05:00 - 01:00,05:00 - 01:00,05:00 - 00:00,19644,328,66,NASHVILLE FIELD OFFICE,235,ALABAMA NW FLORIDA,11040,"BIRMINGHAM, AL."
32.339669,-86.180018,"[-86.180018, 32.339669]",https://www.ubereats.com/store/mcdonalds-2750-taylor-rd/0CY77Hi6TK259nkwmBV_MA,MONT-TAYLOR/VAUG,MONT-TAYLOR/VAUG,05:30 - 23:00,05:30 - 00:00,195500214863:en-US,2750 Taylor Rd,Montgomery,United States,AL,36117,"Montgomery, AL 36117",(334) 270-9878,OPEN,12210,(GMT-06:00) Central Time (US & Canada),"['DRIVETHRU', 'GIFTCARDS', 'INDOORDINING', 'LINKEDPAY', 'LOYALTY', 'MCDELIVERY', 'MOBILEOFFERS', 'MOBILEORDERS', 'NED', 'ROA', 'WIFI']",05:30 - 23:00,05:30 - 23:00,05:30 - 23:00,05:30 - 23:00,05:30 - 23:00,05:30 - 23:00,05:30 - 23:00,05:30 - 00:00,05:30 - 00:00,05:30 - 00:00,05:30 - 00:00,05:30 - 01:00,05:30 - 01:00,05:30 - 00:00,12210,156,66,NASHVILLE FIELD OFFICE,235,ALABAMA NW FLORIDA,16000,"MONTGOMERY, AL."
32.362699,-86.137648,"[-86.137648, 32.362699]",https://www.ubereats.com/store/mcdonalds-9145-eastchase-pkwy/7UaZ5u7ISU-ptnY3juzYbg,"MITYLENE, AL","MONTGOMERY, AL - HWY. 80 & I-85(MITYLENE",05:30 - 23:00,05:30 - 23:00,195500388403:en-US,9145 Eastchase Pkwy,Montgomery,United States,AL,36117,"Montgomery, AL 36117",(334) 593-3036,OPEN,19646,(GMT-06:00) Central Time (US & Canada),"['DRIVETHRU', 'GIFTCARDS', 'INDOORDINING', 'INDOORPLAYGROUND', 'LINKEDPAY', 'LOYALTY', 'MCDELIVERY', 'MOBILEOFFERS', 'MOBILEORDERS', 'NED', 'PlayPlacePresence', 'ROA', 'WIFI']",05:30 - 23:00,05:30 - 23:00,05:30 - 23:00,05:30 - 23:00,05:30 - 23:00,05:30 - 23:00,05:30 - 23:00,05:30 - 23:00,05:30 - 23:00,05:30 - 23:00,05:30 - 23:00,05:30 - 00:00,05:30 - 00:00,05:30 - 23:00,19646,330,66,NASHVILLE FIELD OFFICE,235,ALABAMA NW FLORIDA,16000,"MONTGOMERY, AL."
32.346494,-86.093727,"[-86.093727, 32.346494]",,"MONTGOMERY, AL -","PIKE AND VAUGHN-PIKE ROAD, AL",05:00 - 23:00,05:00 - 11:00,195500601595:en-US,9520 Vaughn Rd,Pike Road,United States,AL,36064,"Pike Road, AL 36064",(334) 273-5828,OPEN,38795,(GMT-06:00) Central Time (US & Canada),"['DRIVETHRU', 'INDOORDINING', 'KIOSKAUDIOACCESSIBILITY', 'LINKEDPAY', 'LOYALTY', 'MOBILEOFFERS', 'MOBILEORDERS', 'NED', 'ROA']",05:00 - 23:00,05:00 - 23:00,05:00 - 23:00,05:00 - 23:00,05:00 - 23:00,05:00 - 23:00,05:00 - 23:00,05:00 - 11:00,05:00 - 11:00,05:00 - 11:00,05:00 - 11:00,05:00 - 00:00,05:00 - 00:00,05:00 - 11:00,38795,214436,66,NASHVILLE FIELD OFFICE,235,ALABAMA NW FLORIDA,16000,"MONTGOMERY, AL."
32.404224,-85.956367,"[-85.956367, 32.404224]",,SHORTER,"SHORTER, AL",00:00 - 00:00,00:00 - 00:00,195500388342:en-US,431 N Main Street,Shorter,United States,AL,36075,"Shorter, AL 36075",(334) 724-0180,OPEN,12506,(GMT-06:00) Central Time (US & Canada),"['DRIVETHRU', 'GIFTCARDS', 'INDOORDINING', 'KIOSKAUDIOACCESSIBILITY', 'LINKEDPAY', 'LOYALTY', 'MOBILEOFFERS', 'MOBILEORDERS', 'NED', 'ROA', 'TWENTYFOURHOURS', 'WIFI']",00:00 - 00:00,00:00 - 00:00,00:00 - 00:00,00:00 - 00:00,00:00 - 00:00,00:00 - 00:00,00:00 - 00:00,00:00 - 00:00,00:00 - 00:00,00:00 - 00:00,00:00 - 00:00,00:00 - 00:00,00:00 - 00:00,00:00 - 00:00,12506,226,66,NASHVILLE FIELD OFFICE,235,ALABAMA NW FLORIDA,16000,"MONTGOMERY, AL."
30.878686,-87.78335,"[-87.78335, 30.878686]",https://www.ubereats.com/store/mcdonalds-98-mc-means-ave/EI7d1WhpVk-sEKWoZ3ULAA,BAY MINET-MCMEAN,BAY MINET-MCMEAN,05:00 - 23:00,04:00 - 23:00,195500214481:en-US,98 Mc Means Ave,Bay Minette,United States,AL,36507,"Bay Minette, AL 36507",(251) 937-2611,OPEN,6729,(GMT-06:00) Central Time (US & Canada),"['DRIVETHRU', 'GIFTCARDS', 'INDOORDINING', 'LINKEDPAY', 'LOYALTY', 'MCDELIVERY', 'MOBILEOFFERS', 'MOBILEORDERS', 'NED', 'ROA', 'WIFI']",05:00 - 23:00,05:00 - 23:00,05:00 - 23:00,05:00 - 23:00,05:00 - 00:00,05:00 - 00:00,05:00 - 23:00,04:00 - 23:00,04:00 - 23:00,04:00 - 23:00,04:00 - 23:00,04:00 - 00:00,04:00 - 00:00,04:00 - 23:00,6729,107,66,NASHVILLE FIELD OFFICE,235,ALABAMA NW FLORIDA,15880,"MOBILE, AL./PENSACOLA, FL."
